key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_CMNDEFRETAINERDESK_00009_DEFAULT_TALK_1","こんにちは。<hex:02100103>こちらはリテイナー雇用窓口です。"
1,"TEXT_CMNDEFRETAINERDESK_00009_DEFAULT_TALK_2","「リテイナー」というのは、多忙な冒険者に代わって、<hex:02100103>荷物管理の仕事を引き受けてくれる人たちのことです。"
2,"TEXT_CMNDEFRETAINERDESK_00009_DEFAULT_TALK_3","申し訳ありませんが、駆け出しの冒険者の方には、<hex:02100103>リテイナーの雇用をご案内することができません。"
3,"TEXT_CMNDEFRETAINERDESK_00009_DEFAULT_TALK_4","都市や、街の人からの依頼をこなし、<hex:02100103>冒険者としての経験を積んでから、お越しください。"
4,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_TITLE","用件は？"
5,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_TALK","話す"
6,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_CREATE","リテイナーを雇いたい"
7,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REMOVE","リテイナーを解雇したい"
8,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REMAKE","リテイナーの容姿・性格・ニックネームを変更したい"
9,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_EXPLANATION","リテイナーの説明を聞きたい"
10,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_JOBCHANGE","リテイナーをジョブにしたい"
11,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_CHECK_CASHBACK","各マーケットの減税情報を知りたい"
12,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_CANCEL","キャンセル"
13,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REGISTER_LIMSA","リテイナーをリムサ・ロミンサマーケットに登録変更したい"
14,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REGISTER_GRIDANIA","リテイナーをグリダニアマーケットに登録変更したい"
15,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REGISTER_ULDAH","リテイナーをウルダハマーケットに登録変更したい"
16,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REGISTER_ISHGARD","リテイナーをイシュガルドマーケットに登録変更したい"
17,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REGISTER_TOWN40","リテイナーをクガネマーケットに登録変更したい"
18,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REGISTER_OLDSHARLAYAN","リテイナーをオールド・シャーレアンマーケットに登録変更したい"
19,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_REGISTER_VER70","リテイナーをトライヨラに登録変更したい"
20,"TEXT_CMNDEFRETAINERDESK_00009_EXPLANATION_MENU_TITLE","何を聞く？"
21,"TEXT_CMNDEFRETAINERDESK_00009_EXPLANATION_MENU_WHAT_IS","リテイナーとは"
22,"TEXT_CMNDEFRETAINERDESK_00009_EXPLANATION_MENU_ABOUT","リテイナーができること"
23,"TEXT_CMNDEFRETAINERDESK_00009_EXPLANATION_MENU_CALL","リテイナーの呼び出し方法"
24,"TEXT_CMNDEFRETAINERDESK_00009_MAIN_MENU_BACK","もどる"
25,"TEXT_CMNDEFRETAINERDESK_00009_ABOUT_TALK_01","「リテイナー」というのは、多忙な冒険者に代わって、<hex:02100103>荷物管理の仕事を引き受けてくれる人たちのことです。"
26,"TEXT_CMNDEFRETAINERDESK_00009_ABOUT_TALK_02","リテイナーへの賃金は、冒険者ギルドから支払われますので、<hex:02100103>冒険者の方が負担する必要はありません。<hex:02100103>安心して、お気軽にご利用ください。"
27,"TEXT_CMNDEFRETAINERDESK_00009_ITEMS_GIL_TALK_01","リテイナーは、あなたの荷物やギルを預かってくれます。<hex:02100103>また、冒険者同士の売買の場である<hex:02100103>「マーケット」への出品も依頼できます。"
28,"TEXT_CMNDEFRETAINERDESK_00009_ITEMS_GIL_TALK_02","「マーケット」について詳しく知りたければ、<hex:02100103>すぐ側の「マーケットボード」から、<hex:02100103>実際に利用してみるとよいでしょう。"
29,"TEXT_CMNDEFRETAINERDESK_00009_CALL_TALK_01","雇用したリテイナーは、「呼び鈴」で呼び出して、<hex:02100103>荷物の整理などを行うことができます。"
30,"TEXT_CMNDEFRETAINERDESK_00009_CALL_TALK_02","「呼び鈴」は、「マーケットボード」の近くにあります。<hex:02100103>ほかにも宿屋など、冒険者の方がよく訪れる施設に<hex:02100103>設置されています。"
31,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_TITLE","マーケットの減税情報"
32,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_LIMSA","リムサ・ロミンサ　[減税あり]"
33,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_LIMSA_NONE","リムサ・ロミンサ　[減税なし]"
34,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_GRIDANIA","グリダニア　[減税あり]"
35,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_GRIDANIA_NONE","グリダニア　[減税なし]"
36,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_ULDAH","ウルダハ　[減税あり]"
37,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_ULDAH_NONE","ウルダハ　[減税なし]"
38,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_ISHGARD","イシュガルド　[減税あり]"
39,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_ISHGARD_NONE","イシュガルド　[減税なし]"
40,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_TOWN40","クガネ　[減税あり]"
41,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_TOWN40_NONE","クガネ　[減税なし]"
42,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK","<hex:02280AFF05>Town<hex:E8020103>　[減税あり]"
43,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_ASK_NONE","<hex:02280AFF05>Town<hex:E8020103>　[減税なし]"
44,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_LIMSA","リムサ・ロミンサでは<hex:020703E80403><hex:022002DF03>/<hex:022002DE03>/<hex:022002DC03>まで、<hex:022003E80203>％の減税実施中です。<hex:02100103>リムサ・ロミンサで出品したアイテムが売れた時の税金は<hex:02100103>売値の<hex:022003E80303>％となります。"
45,"TEXT_CMNDEFRETAINERDESK_00009_CASHBACK_GRIDANIA","グリダニアでは<hex:020703E80403><hex:022002DF03>/<hex:022002DE03>/<hex:022002DC03>まで、<hex:022003E80203>％の減税実施中です。<hex:02100103>グリダニアで出品したアイテムが売れた時の税金は<hex:02100103>売値の<hex:022003E80303>％となります。"
