key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_KINGLA206_04980_SEQ_00","ワチュメキメキ万貨街のパメカは、次の依頼を心待ちにしているようだ。"
1,"TEXT_KINGLA206_04980_SEQ_01","パメカから装丁に使う部材の製作を依頼された。「<hex:02280DFF07>ItemMP<hex:F2AB760103>」を6個製作し、ワチュメキメキ万貨街の「パメカ」へ納品しよう。<hex:02100103><hex:02100103>※納品は、収集価値「260」以上で可能となりますが、「530」以上で納品した場合、より多くの報酬が得られます。"
2,"TEXT_KINGLA206_04980_SEQ_02","パメカに「<hex:02280DFF07>ItemMP<hex:F2AB760103>」を納品した。デモウェニは自分の一族に伝わる物語について、思うところがあるようだ。次の依頼が来るまで、パメカとともに待とう。"
3,"TEXT_KINGLA206_04980_SEQ_03",""
4,"TEXT_KINGLA206_04980_SEQ_04",""
5,"TEXT_KINGLA206_04980_SEQ_05",""
6,"TEXT_KINGLA206_04980_SEQ_06",""
7,"TEXT_KINGLA206_04980_SEQ_07",""
8,"TEXT_KINGLA206_04980_SEQ_08",""
9,"TEXT_KINGLA206_04980_SEQ_09",""
10,"TEXT_KINGLA206_04980_SEQ_10",""
11,"TEXT_KINGLA206_04980_SEQ_11",""
12,"TEXT_KINGLA206_04980_SEQ_12",""
13,"TEXT_KINGLA206_04980_SEQ_13",""
14,"TEXT_KINGLA206_04980_SEQ_14",""
15,"TEXT_KINGLA206_04980_SEQ_15",""
16,"TEXT_KINGLA206_04980_SEQ_16",""
17,"TEXT_KINGLA206_04980_SEQ_17",""
18,"TEXT_KINGLA206_04980_SEQ_18",""
19,"TEXT_KINGLA206_04980_SEQ_19",""
20,"TEXT_KINGLA206_04980_SEQ_20",""
21,"TEXT_KINGLA206_04980_SEQ_21",""
22,"TEXT_KINGLA206_04980_SEQ_22",""
23,"TEXT_KINGLA206_04980_SEQ_23",""
24,"TEXT_KINGLA206_04980_TODO_00","パメカに<hex:02280DFF07>ItemMP<hex:F2AB760103>を納品"
25,"TEXT_KINGLA206_04980_TODO_01",""
26,"TEXT_KINGLA206_04980_TODO_02",""
27,"TEXT_KINGLA206_04980_TODO_03",""
28,"TEXT_KINGLA206_04980_TODO_04",""
29,"TEXT_KINGLA206_04980_TODO_05",""
30,"TEXT_KINGLA206_04980_TODO_06",""
31,"TEXT_KINGLA206_04980_TODO_07",""
32,"TEXT_KINGLA206_04980_TODO_08",""
33,"TEXT_KINGLA206_04980_TODO_09",""
34,"TEXT_KINGLA206_04980_TODO_10",""
35,"TEXT_KINGLA206_04980_TODO_11",""
36,"TEXT_KINGLA206_04980_TODO_12",""
37,"TEXT_KINGLA206_04980_TODO_13",""
38,"TEXT_KINGLA206_04980_TODO_14",""
39,"TEXT_KINGLA206_04980_TODO_15",""
40,"TEXT_KINGLA206_04980_TODO_16",""
41,"TEXT_KINGLA206_04980_TODO_17",""
42,"TEXT_KINGLA206_04980_TODO_18",""
43,"TEXT_KINGLA206_04980_TODO_19",""
44,"TEXT_KINGLA206_04980_TODO_20",""
45,"TEXT_KINGLA206_04980_TODO_21",""
46,"TEXT_KINGLA206_04980_TODO_22",""
47,"TEXT_KINGLA206_04980_TODO_23",""
48,"TEXT_KINGLA206_04980_SYSTEM_000_000","本クエストを進行するためには、<hex:02100103>「メインクエスト：黄金のレガシー」の、<hex:02100103>「すべての路は希望とともに」を完了する必要があります。"
49,"TEXT_KINGLA206_04980_PAMEKA_000_001","どうも、待ってましたよ。<hex:02100103>前回、ウォーラーの残響では、いろいろなことがわかりましたね。"
50,"TEXT_KINGLA206_04980_PAMEKA_100_001","私の曽祖父や、ヨカフイ族の皆さん、それにグルージャジャ様……<hex:02100103>違う文化の人々が、想いを伝えるために何をしてきたか。"
51,"TEXT_KINGLA206_04980_PAMEKA_000_002","今なら、私たちもデモウェニ君の依頼に、<hex:02100103>より高い精度で応えられそうです！"
52,"TEXT_KINGLA206_04980_ZEMOWENI_000_003","やあ、おふたりとも。<hex:02100103>なにやら楽しそうだね？"
53,"TEXT_KINGLA206_04980_PAMEKA_000_004","デモウェニ君、いらっしゃい。"
54,"TEXT_KINGLA206_04980_PAMEKA_000_005","実は、あれから私の一族について調べまして……<hex:02100103>曽祖父に関する物語を、1冊の本にしたんです。<hex:02100103>きっかけをくれたデモウェニ君にも、読んでもらいたくて。"
55,"TEXT_KINGLA206_04980_ZEMOWENI_000_006","それは光栄だ！<hex:02100103>僕も少しは文字が読めるようになってきたし、<hex:02100103>喜んでお借りします！"
56,"TEXT_KINGLA206_04980_ZEMOWENI_000_007","そろそろ、読みだけじゃなくて、<hex:02100103>書く方も上達したいところだけど……<hex:02100103>当面は、まだこの工房のお世話になりそうだ。"
57,"TEXT_KINGLA206_04980_ZEMOWENI_000_008","というのも、マムージャ族のお客さんから興味深い話を聞いてね。<hex:02100103>今度はその物語を本にしてみたいんだ。"
58,"TEXT_KINGLA206_04980_PAMEKA_000_009","承知しました。<hex:02100103>では、少しお時間をください。"
59,"TEXT_KINGLA206_04980_PAMEKA_000_010","今回の物語にふさわしいのは、<hex:02100103>ヤクテル樹海で採れる素材を用いたものになるかと。<hex:02100103>どうか「<hex:02280DFF07>ItemMP<hex:F2AB760103>」の準備をお願いします！"
60,"TEXT_KINGLA206_04980_SYSTEM_000_011","（★未使用／削除予定★）"
61,"TEXT_KINGLA206_04980_ZEMOWENI_000_015","僕はパメカさんからお借りした本を読んでますから、<hex:02100103>じっくり時間をかけて準備してもらって大丈夫ですよ。<hex:02100103>うわぁ、楽しみだな～！"
62,"TEXT_KINGLA206_04980_PAMEKA_000_100","マムージャ族の物語を本にするにあたって必要な、<hex:02100103>「<hex:02280DFF07>ItemMP<hex:F2AB760103>」の準備をお願いします！"
63,"TEXT_KINGLA206_04980_PAMEKA_000_101","なるほど、おぼろげながら装丁の完成形がイメージできそうです。<hex:02100103>はたしてマムージャ族の物語はどのようなものなのか……<hex:02100103>今から期待が高まりますね！"
64,"TEXT_KINGLA206_04980_PAMEKA_000_102","こちらは、ヤクテル樹海に由来する織物や木材を、<hex:02100103>より一層丁寧かつキメ細やかに加工していますね……<hex:02100103>今回もまた、良い本ができあがりそうです！"
65,"TEXT_KINGLA206_04980_ZEMOWENI_000_103","さて、今回のお話を僕に教えてくれたのは、<hex:02100103>マムージャ族……それも、ドプロ族のお客さんでした。"
66,"TEXT_KINGLA206_04980_ZEMOWENI_000_104","ドプロ族といえば騎獣の扱いに長けた部族ですが、<hex:02100103>その用途は、何も戦いに限ったものではなかったようです。<hex:02100103>これはそんなドプロ族に伝わる、古い、古い物語……。"
67,"TEXT_KINGLA206_04980_ZEMOWENI_000_105","あるところにドプロ族の青年がいた。<hex:02100103>彼の部族には「太陽の陽射しが差し込む地を目指せ」、<hex:02100103>という教えがあり、皆その地を探して戦いに明け暮れていた。"
